Order_Number,State_Code,Order_Date,Status,Product,Category,Brand,Quantity,Total_Cost,Total_Sales,Supervisor,Profit,Profit_Margin_Pct,Order_Year,Order_Month,Is_Delivered
143346,MN,2022-04-03,Order,BTX motherboard,MotherBoard,Gigabyte,3,13500,17550,Aarvi Gupta,4050,23.08,2022,4,0
143347,ML,2022-04-03,Processing,120 Fans Cabinet,Cabinet,Asus,4,8400,10920,Aarvi Gupta,2520,23.08,2022,4,0
143348,MZ,2022-04-03,Delivered,Wireless Keyboard,Keyboard,Dell,2,2300,2990,Aarvi Gupta,690,23.08,2022,4,1
143349,NL,2022-04-03,Shipped,USB Mouse,Mouse,Samsung,1,350,455,Aarvi Gupta,105,23.08,2022,4,0
143350,OR,2022-04-03,Order,19 LED Display,Monitor,Dell,4,38000,49400,Aarvi Gupta,11400,23.08,2022,4,0
143351,PB,2022-04-03,Processing,119 TB HDD,HDD,Western Digital,4,40000,52000,Aarvi Gupta,12000,23.08,2022,4,0
143352,RJ,2022-04-03,Delivered,629 GB M.2,SSD,Samsung,3,19500,25350,Aarvi Gupta,5850,23.08,2022,4,1
143353,SK,2022-04-03,Shipped,RYZEN 3rd gen. 3617,CPU,Intel,1,8500,11050,Aarvi Gupta,2550,23.08,2022,4,0
143354,TN,2022-04-03,Order,2GB Graphic Card,Graphic Card,Nvidia,2,14000,18200,Vijay Singh,4200,23.08,2022,4,0
143355,TR,2022-04-03,Processing,133 GB DDR4 RAM,RAM,Hynix,4,26200,34060,Aadil Khan,7860,23.08,2022,4,0
143356,UK,2022-04-03,Delivered,Standard ATX motherboard,MotherBoard,Gigabyte,3,22950,29835,Advika Joshi,6885,23.08,2022,4,1
143357,UP,2022-04-03,Shipped,Compact with 1 Fan,Cabinet,Asus,4,4600,5980,Ajay Sharma,1380,23.08,2022,4,0
143358,WB,2022-04-03,Order,USB Backlight Keyboard,Keyboard,Dell,3,2550,3315,Roshan Kumar,765,23.08,2022,4,0
143359,TN,2022-04-03,Processing,Ergonomic Mouse,Mouse,Samsung,4,2600,3380,Aarvi Gupta,780,23.08,2022,4,0
143360,TR,2022-04-03,Delivered,15 LCD Display,Monitor,Dell,4,30000,39000,Vijay Singh,9000,23.08,2022,4,1
143361,MH,2022-04-03,Shipped,119 TB HDD,HDD,Seagate,4,40000,52000,Aadil Khan,12000,23.08,2022,4,0
143362,CH,2022-04-03,Order,118 TB SSD,SSD,Samsung,4,42000,54600,Advika Joshi,12600,23.08,2022,4,0
143363,DH,2022-04-03,Processing,Intel i5 12th gen.,CPU,Intel,1,8500,11050,Ajay Sharma,2550,23.08,2022,4,0
143364,DD,2022-04-03,Delivered,2GB Graphic Card,Graphic Card,Nvidia,3,21000,27300,Roshan Kumar,6300,23.08,2022,4,1
143365,DL,2022-04-03,Shipped,121 GB DDR4 Ram,RAM,Hynix,2,3360,4368,Aarvi Gupta,1008,23.08,2022,4,0
143366,LD,2022-04-03,Order,Micro ATX motherboard,MotherBoard,MSI,3,19620,25506,Vijay Singh,5886,23.08,2022,4,0
143367,PY,2022-04-03,Processing,Gaming Box Cabinet,Cabinet,Asus,2,5360,6968,Aadil Khan,1608,23.08,2022,4,0
143368,AP,2022-04-03,Delivered,17 LCD Display,Monitor,Samsung,2,16500,21450,Advika Joshi,4950,23.08,2022,4,1
143369,AR,2022-04-03,Shipped,125 GB DDR4 RAM,RAM,Samsung,3,7950,10335,Ajay Sharma,2385,23.08,2022,4,0
143370,AS,2022-04-03,Order,26 LCD Display,Monitor,Acer,4,50200,65260,Roshan Kumar,15060,23.08,2022,4,0
143371,BR,2022-04-03,Processing,I7 - intel 12th Generation,CPU,Intel,4,58000,75400,Aarvi Gupta,17400,23.08,2022,4,0
143372,CG,2022-04-03,Delivered,USB Keyboard,Keyboard,Dell,2,1600,2080,Vijay Singh,480,23.08,2022,4,1
143373,GA,2022-04-03,Shipped,Wireless Mouse,Mouse,Samsung,3,1800,2340,Aadil Khan,540,23.08,2022,4,0
143374,GJ,2022-04-03,Order,21 LCD Display,Monitor,Dell,1,10500,13650,Advika Joshi,3150,23.08,2022,4,0
143375,HR,2022-04-03,Processing,119 TB HDD,HDD,Western Digital,2,13000,16900,Ajay Sharma,3900,23.08,2022,4,0
143376,HP,2022-04-03,Delivered,374 GB SSD,SSD,Samsung,3,13500,17550,Roshan Kumar,4050,23.08,2022,4,1
143377,JK,2022-04-03,Shipped,Intel i3 11th gen.,CPU,Intel,4,34000,44200,Aarvi Gupta,10200,23.08,2022,4,0
143378,JH,2022-04-03,Order,4GB Graphic card,Graphic Card,Nvidia,3,37500,48750,Aarvi Gupta,11250,23.08,2022,4,0
143379,KA,2022-04-03,Processing,126 GB DDR4 RAM,Cabinet,Hynix,4,14000,18200,Aarvi Gupta,4200,23.08,2022,4,0
143380,KL,2022-04-03,Delivered,BTX motherboard,Mouse,Gigabyte,1,4500,5850,Aarvi Gupta,1350,23.08,2022,4,1
143381,MP,2022-04-03,Shipped,121 Fans Cabinet,Cabinet,Asus,1,2100,2730,Aarvi Gupta,630,23.08,2022,4,0
143382,MH,2022-04-03,Order,Wireless Keyboard,Keyboard,Dell,1,1150,1495,Aarvi Gupta,345,23.08,2022,4,0
143383,MN,2022-04-03,Processing,USB Mouse,Mouse,Samsung,4,1400,1820,Aarvi Gupta,420,23.08,2022,4,0
143384,ML,2022-04-03,Delivered,19 LED Display,Monitor,Dell,3,28500,37050,Aarvi Gupta,8550,23.08,2022,4,1
143385,MZ,2022-04-03,Shipped,120 TB HDD,HDD,Western Digital,2,20000,26000,Aarvi Gupta,6000,23.08,2022,4,0
143386,NL,2022-04-03,Order,630 GB M.2,SSD,Samsung,2,13000,16900,Aarvi Gupta,3900,23.08,2022,4,0
143387,OR,2022-04-03,Processing,RYZEN 3rd gen. 3618,CPU,Intel,1,8500,11050,Aarvi Gupta,2550,23.08,2022,4,0
143388,PB,2022-04-03,Delivered,2GB Graphic Card,Graphic Card,Nvidia,3,21000,27300,Roshan Kumar,6300,23.08,2022,4,1
143389,RJ,2022-04-03,Shipped,134 GB DDR4 RAM,Cabinet,Hynix,4,26200,34060,Aarvi Gupta,7860,23.08,2022,4,0
143390,SK,2022-04-03,Order,Standard ATX motherboard,Mouse,Gigabyte,1,7650,9945,Vijay Singh,2295,23.08,2022,4,0
143391,TN,2022-04-03,Processing,Compact with 1 Fan,Cabinet,Asus,3,3450,4485,Aadil Khan,1035,23.08,2022,4,0
143392,TR,2022-04-03,Delivered,USB Backlight Keyboard,Keyboard,Dell,4,3400,4420,Advika Joshi,1020,23.08,2022,4,1
143393,UK,2022-04-03,Shipped,Ergonomic Mouse,Mouse,Samsung,1,650,845,Ajay Sharma,195,23.08,2022,4,0
143394,UP,2022-04-03,Order,15 LCD Display,Monitor,Dell,4,30000,39000,Roshan Kumar,9000,23.08,2022,4,0
143395,WB,2022-04-03,Processing,120 TB HDD,HDD,Seagate,3,30000,39000,Aarvi Gupta,9000,23.08,2022,4,0
143396,TN,2022-04-03,Delivered,119 TB SSD,SSD,Samsung,2,21000,27300,Aarvi Gupta,6300,23.08,2022,4,1
143397,TR,2022-04-03,Shipped,Intel i5 12th gen.,CPU,Intel,4,34000,44200,Aarvi Gupta,10200,23.08,2022,4,0
143398,MH,2022-04-03,Order,2GB Graphic Card,Graphic Card,Nvidia,4,28000,36400,Aarvi Gupta,8400,23.08,2022,4,0
143399,CH,2022-04-03,Processing,122 GB DDR4 Ram,Cabinet,Hynix,3,5040,6552,Aarvi Gupta,1512,23.08,2022,4,0
143400,DH,2022-04-03,Delivered,Micro ATX motherboard,Mouse,MSI,1,6540,8502,Aarvi Gupta,1962,23.08,2022,4,1
143401,DD,2022-04-03,Shipped,Gaming Box Cabinet,Cabinet,Asus,3,8040,10452,Aarvi Gupta,2412,23.08,2022,4,0
143402,DL,2022-04-03,Order,17 LCD Display,Monitor,Samsung,1,8250,10725,Aarvi Gupta,2475,23.08,2022,4,0
143403,LD,2022-04-03,Processing,126 GB DDR4 RAM,RAM,Samsung,3,7950,10335,Aarvi Gupta,2385,23.08,2022,4,0
143404,PY,2022-04-03,Delivered,26 LCD Display,Monitor,Acer,3,37650,48945,Aarvi Gupta,11295,23.08,2022,4,1
143405,AP,2022-04-03,Shipped,I7 - intel 12th Generation,CPU,Intel,2,29000,37700,Aarvi Gupta,8700,23.08,2022,4,0
143406,AR,2022-04-03,Order,USB Keyboard,Keyboard,Dell,2,1600,2080,Roshan Kumar,480,23.08,2022,4,0
143407,AS,2022-04-03,Processing,Wireless Mouse,Mouse,Samsung,2,1200,1560,Aarvi Gupta,360,23.08,2022,4,0
143408,BR,2022-04-03,Delivered,21 LCD Display,Monitor,Dell,4,42000,54600,Vijay Singh,12600,23.08,2022,4,1
143409,CG,2022-04-03,Shipped,120 TB HDD,HDD,Western Digital,3,19500,25350,Aadil Khan,5850,23.08,2022,4,0
143410,GA,2022-04-03,Order,375 GB SSD,SSD,Samsung,4,18000,23400,Advika Joshi,5400,23.08,2022,4,0
143411,GJ,2022-04-03,Processing,Intel i3 11th gen.,CPU,Intel,2,17000,22100,Ajay Sharma,5100,23.08,2022,4,0
143412,HR,2022-04-03,Delivered,4GB Graphic card,Graphic Card,Nvidia,1,12500,16250,Roshan Kumar,3750,23.08,2022,4,1
143413,HP,2022-04-03,Shipped,127 GB DDR4 RAM,NIC,Hynix,4,14000,18200,Aarvi Gupta,4200,23.08,2022,4,0
143414,JK,2022-04-03,Order,BTX motherboard,Printer,Gigabyte,3,13500,17550,Vijay Singh,4050,23.08,2022,4,0
143415,JH,2022-04-03,Processing,122 Fans Cabinet,Cabinet,Asus,1,2100,2730,Aadil Khan,630,23.08,2022,4,0
143416,KA,2022-04-03,Delivered,Wireless Keyboard,Keyboard,Dell,2,2300,2990,Advika Joshi,690,23.08,2022,4,1
143417,KL,2022-04-03,Shipped,USB Mouse,Mouse,Samsung,2,700,910,Ajay Sharma,210,23.08,2022,4,0
143418,MP,2022-04-03,Order,19 LED Display,Monitor,Dell,4,38000,49400,Roshan Kumar,11400,23.08,2022,4,0
143419,MH,2022-04-03,Processing,121 TB HDD,HDD,Western Digital,3,30000,39000,Aarvi Gupta,9000,23.08,2022,4,0
143420,MN,2022-04-03,Delivered,631 GB M.2,SSD,Samsung,2,13000,16900,Aarvi Gupta,3900,23.08,2022,4,1
143421,ML,2022-04-03,Shipped,RYZEN 3rd gen. 3619,CPU,Intel,1,8500,11050,Aarvi Gupta,2550,23.08,2022,4,0
143422,MZ,2022-04-03,Order,2GB Graphic Card,Graphic Card,Nvidia,1,7000,9100,Aarvi Gupta,2100,23.08,2022,4,0
143423,NL,2022-04-03,Processing,135 GB DDR4 RAM,NIC,Hynix,3,19650,25545,Aarvi Gupta,5895,23.08,2022,4,0
143424,OR,2022-04-03,Delivered,Standard ATX motherboard,Printer,Gigabyte,2,15300,19890,Aarvi Gupta,4590,23.08,2022,4,1
143425,PB,2022-04-03,Shipped,Compact with 1 Fan,Cabinet,Asus,1,1150,1495,Aarvi Gupta,345,23.08,2022,4,0
143426,RJ,2022-04-03,Order,USB Backlight Keyboard,Keyboard,Dell,2,1700,2210,Aarvi Gupta,510,23.08,2022,4,0
143427,SK,2022-04-03,Processing,Ergonomic Mouse,Mouse,Samsung,1,650,845,Aarvi Gupta,195,23.08,2022,4,0
143428,TN,2022-04-03,Delivered,15 LCD Display,Monitor,Dell,2,15000,19500,Aarvi Gupta,4500,23.08,2022,4,1
143429,TR,2022-04-03,Shipped,121 TB HDD,HDD,Seagate,2,20000,26000,Aarvi Gupta,6000,23.08,2022,4,0
143430,UK,2022-04-03,Order,120 TB SSD,SSD,Samsung,3,31500,40950,Roshan Kumar,9450,23.08,2022,4,0
143431,UP,2022-04-03,Processing,Intel i5 12th gen.,CPU,Intel,2,17000,22100,Aarvi Gupta,5100,23.08,2022,4,0
143432,WB,2022-04-03,Delivered,2GB Graphic Card,Graphic Card,Nvidia,3,21000,27300,Vijay Singh,6300,23.08,2022,4,1
143433,TN,2022-04-03,Shipped,123 GB DDR4 Ram,NIC,Hynix,1,1680,2184,Aadil Khan,504,23.08,2022,4,0
143434,TR,2022-04-03,Order,Micro ATX motherboard,Printer,MSI,2,13080,17004,Advika Joshi,3924,23.08,2022,4,0
143435,MH,2022-04-03,Processing,Gaming Box Cabinet,Cabinet,Asus,2,5360,6968,Ajay Sharma,1608,23.08,2022,4,0
143436,CH,2022-04-03,Delivered,17 LCD Display,Monitor,Samsung,2,16500,21450,Roshan Kumar,4950,23.08,2022,4,1
143437,DH,2022-04-03,Shipped,127 GB DDR4 RAM,RAM,Samsung,3,7950,10335,Aarvi Gupta,2385,23.08,2022,4,0
143438,DD,2022-04-03,Order,26 LCD Display,Monitor,Acer,2,25100,32630,Aarvi Gupta,7530,23.08,2022,4,0
143439,DL,2022-04-03,Processing,I7 - intel 12th Generation,CPU,Intel,1,14500,18850,Aarvi Gupta,4350,23.08,2022,4,0
143440,LD,2022-04-03,Delivered,USB Keyboard,Keyboard,Dell,2,1600,2080,Aarvi Gupta,480,23.08,2022,4,1
143441,PY,2022-04-03,Shipped,Wireless Mouse,Mouse,Samsung,1,600,780,Aarvi Gupta,180,23.08,2022,4,0
143442,AP,2022-04-03,Order,21 LCD Display,Monitor,Dell,4,42000,54600,Aarvi Gupta,12600,23.08,2022,4,0
143443,AR,2022-04-03,Processing,121 TB HDD,HDD,Western Digital,3,19500,25350,Aarvi Gupta,5850,23.08,2022,4,0
143444,AS,2022-04-03,Delivered,376 GB SSD,SSD,Samsung,3,13500,17550,Aarvi Gupta,4050,23.08,2022,4,1
143445,BR,2022-04-03,Shipped,Intel i3 11th gen.,CPU,Intel,2,17000,22100,Aarvi Gupta,5100,23.08,2022,4,0
143446,CG,2022-04-03,Order,4GB Graphic card,Graphic Card,Nvidia,2,25000,32500,Aarvi Gupta,7500,23.08,2022,4,0
143447,GA,2022-04-03,Processing,128 GB DDR4 RAM,RAM,Hynix,4,14000,18200,Aarvi Gupta,4200,23.08,2022,4,0
143448,GJ,2022-04-03,Delivered,BTX motherboard,MotherBoard,Gigabyte,3,13500,17550,Roshan Kumar,4050,23.08,2022,4,1
143449,HR,2022-04-03,Shipped,123 Fans Cabinet,Cabinet,Asus,1,2100,2730,Aarvi Gupta,630,23.08,2022,4,0
143450,HP,2022-04-03,Order,Wireless Keyboard,Keyboard,Dell,4,4600,5980,Vijay Singh,1380,23.08,2022,4,0
143451,JK,2022-04-03,Processing,USB Mouse,Mouse,Samsung,4,1400,1820,Aadil Khan,420,23.08,2022,4,0
143452,JH,2022-04-03,Delivered,19 LED Display,Monitor,Dell,2,19000,24700,Advika Joshi,5700,23.08,2022,4,1
143453,KA,2022-04-03,Shipped,122 TB HDD,HDD,Western Digital,3,30000,39000,Ajay Sharma,9000,23.08,2022,4,0
143454,KL,2022-04-03,Order,632 GB M.2,SSD,Samsung,2,13000,16900,Roshan Kumar,3900,23.08,2022,4,0
143455,MP,2022-04-03,Processing,RYZEN 3rd gen. 3620,CPU,Intel,1,8500,11050,Aarvi Gupta,2550,23.08,2022,4,0
143456,MH,2022-04-03,Delivered,2GB Graphic Card,Graphic Card,Nvidia,3,21000,27300,Vijay Singh,6300,23.08,2022,4,1
143457,MN,2022-04-03,Shipped,136 GB DDR4 RAM,RAM,Hynix,3,19650,25545,Aadil Khan,5895,23.08,2022,4,0
143458,ML,2022-04-03,Order,Standard ATX motherboard,MotherBoard,Gigabyte,1,7650,9945,Aarvi Gupta,2295,23.08,2022,4,0
143459,MZ,2022-04-03,Processing,Compact with 1 Fan,Cabinet,Asus,4,4600,5980,Aarvi Gupta,1380,23.08,2022,4,0
143460,NL,2022-04-03,Delivered,USB Backlight Keyboard,Keyboard,Dell,2,1700,2210,Aarvi Gupta,510,23.08,2022,4,1
143461,OR,2022-04-03,Shipped,Ergonomic Mouse,Mouse,Samsung,1,650,845,Aarvi Gupta,195,23.08,2022,4,0
143462,PB,2022-04-03,Order,15 LCD Display,Monitor,Dell,2,15000,19500,Aarvi Gupta,4500,23.08,2022,4,0
143463,RJ,2022-04-03,Processing,122 TB HDD,HDD,Seagate,2,20000,26000,Aarvi Gupta,6000,23.08,2022,4,0
143464,SK,2022-04-03,Delivered,121 TB SSD,SSD,Samsung,1,10500,13650,Aarvi Gupta,3150,23.08,2022,4,1
143465,TN,2022-04-03,Shipped,Intel i5 12th gen.,CPU,Intel,2,17000,22100,Aarvi Gupta,5100,23.08,2022,4,0
143466,TR,2022-04-03,Order,2GB Graphic Card,Graphic Card,Nvidia,1,7000,9100,Aarvi Gupta,2100,23.08,2022,4,0
143467,UK,2022-04-03,Processing,124 GB DDR4 Ram,RAM,Hynix,3,5040,6552,Aarvi Gupta,1512,23.08,2022,4,0
143468,UP,2022-04-03,Delivered,Micro ATX motherboard,MotherBoard,MSI,1,6540,8502,Vijay Singh,1962,23.08,2022,4,1
143469,WB,2022-04-03,Shipped,Gaming Box Cabinet,Cabinet,Asus,4,10720,13936,Aadil Khan,3216,23.08,2022,4,0
143470,TN,2022-04-03,Order,17 LCD Display,Monitor,Samsung,3,24750,32175,Advika Joshi,7425,23.08,2022,4,0
143471,TR,2022-04-03,Processing,128 GB DDR4 RAM,RAM,Samsung,4,10600,13780,Ajay Sharma,3180,23.08,2022,4,0
143472,MH,2022-04-03,Delivered,26 LCD Display,Monitor,Acer,4,50200,65260,Roshan Kumar,15060,23.08,2022,4,1
143473,CH,2022-04-03,Shipped,I7 - intel 12th Generation,CPU,Intel,4,58000,75400,Aarvi Gupta,17400,23.08,2022,4,0
143474,DH,2022-04-03,Order,USB Keyboard,Keyboard,Dell,4,3200,4160,Vijay Singh,960,23.08,2022,4,0
143475,DD,2022-04-03,Processing,Wireless Mouse,Mouse,Samsung,2,1200,1560,Aadil Khan,360,23.08,2022,4,0
143476,DL,2022-04-04,Delivered,21 LCD Display,Monitor,Dell,2,21000,27300,Advika Joshi,6300,23.08,2022,4,1
143477,LD,2022-04-05,Shipped,122 TB HDD,HDD,Western Digital,2,13000,16900,Aarvi Gupta,3900,23.08,2022,4,0
143478,PY,2022-04-06,Order,377 GB SSD,SSD,Samsung,3,13500,17550,Aarvi Gupta,4050,23.08,2022,4,0
143479,AP,2022-04-07,Processing,Intel i3 11th gen.,CPU,Intel,1,8500,11050,Aarvi Gupta,2550,23.08,2022,4,0
143480,AR,2022-04-08,Delivered,4GB Graphic card,Graphic Card,Nvidia,3,37500,48750,Aarvi Gupta,11250,23.08,2022,4,1
143481,AS,2022-04-09,Shipped,129 GB DDR4 RAM,Cabinet,Hynix,3,10500,13650,Aarvi Gupta,3150,23.08,2022,4,0
143482,BR,2022-04-10,Order,BTX motherboard,Mouse,Gigabyte,1,4500,5850,Aarvi Gupta,1350,23.08,2022,4,0
143483,CG,2022-04-10,Processing,124 Fans Cabinet,Cabinet,Asus,2,4200,5460,Aarvi Gupta,1260,23.08,2022,4,0
143484,GA,2022-04-10,Delivered,Wireless Keyboard,Keyboard,Dell,2,2300,2990,Aarvi Gupta,690,23.08,2022,4,1
143485,GJ,2022-04-10,Shipped,USB Mouse,Mouse,Samsung,3,1050,1365,Aarvi Gupta,315,23.08,2022,4,0
143486,HR,2022-04-10,Order,19 LED Display,Monitor,Dell,1,9500,12350,Aarvi Gupta,2850,23.08,2022,4,0
143487,HP,2022-04-10,Processing,123 TB HDD,HDD,Western Digital,3,30000,39000,Aadil Khan,9000,23.08,2022,4,0
143488,JK,2022-04-10,Delivered,633 GB M.2,SSD,Samsung,1,6500,8450,Advika Joshi,1950,23.08,2022,4,1
143489,JH,2022-04-10,Shipped,RYZEN 3rd gen. 3621,CPU,Intel,3,25500,33150,Ajay Sharma,7650,23.08,2022,4,0
143490,KA,2022-04-10,Order,2GB Graphic Card,Graphic Card,Nvidia,2,14000,18200,Roshan Kumar,4200,23.08,2022,4,0
143491,KL,2022-04-10,Processing,137 GB DDR4 RAM,Cabinet,Hynix,3,19650,25545,Aarvi Gupta,5895,23.08,2022,4,0
143492,MP,2022-04-10,Delivered,Standard ATX motherboard,Mouse,Gigabyte,4,30600,39780,Vijay Singh,9180,23.08,2022,4,1
143493,MH,2022-04-10,Shipped,Compact with 1 Fan,Cabinet,Asus,4,4600,5980,Aadil Khan,1380,23.08,2022,4,0
143494,MN,2022-04-10,Order,USB Backlight Keyboard,Keyboard,Dell,3,2550,3315,Advika Joshi,765,23.08,2022,4,0
143495,ML,2022-04-10,Processing,Ergonomic Mouse,Mouse,Samsung,1,650,845,Ajay Sharma,195,23.08,2022,4,0
143496,MZ,2022-04-10,Delivered,15 LCD Display,Monitor,Dell,1,7500,9750,Ajay Sharma,2250,23.08,2022,4,1
143497,NL,2022-04-10,Shipped,123 TB HDD,HDD,Seagate,2,20000,26000,Ajay Sharma,6000,23.08,2022,4,0
143498,OR,2022-04-10,Order,122 TB SSD,SSD,Samsung,3,31500,40950,Ajay Sharma,9450,23.08,2022,4,0
143499,PB,2022-04-10,Processing,Intel i5 12th gen.,CPU,Intel,1,8500,11050,Ajay Sharma,2550,23.08,2022,4,0
143500,RJ,2022-04-10,Delivered,2GB Graphic Card,Graphic Card,Nvidia,4,28000,36400,Ajay Sharma,8400,23.08,2022,4,1
143501,SK,2022-04-10,Shipped,125 GB DDR4 Ram,Cabinet,Hynix,4,6720,8736,Ajay Sharma,2016,23.08,2022,4,0
143502,TN,2022-04-10,Order,Micro ATX motherboard,Mouse,MSI,3,19620,25506,Ajay Sharma,5886,23.08,2022,4,0
143503,TR,2022-04-10,Processing,Gaming Box Cabinet,Cabinet,Asus,3,8040,10452,Ajay Sharma,2412,23.08,2022,4,0
143504,UK,2022-04-10,Delivered,17 LCD Display,Monitor,Samsung,1,8250,10725,Ajay Sharma,2475,23.08,2022,4,1
143505,UP,2022-04-10,Shipped,129 GB DDR4 RAM,RAM,Samsung,1,2650,3445,Ajay Sharma,795,23.08,2022,4,0
143506,WB,2022-04-10,Order,26 LCD Display,Monitor,Acer,3,37650,48945,Ajay Sharma,11295,23.08,2022,4,0
143507,TN,2022-04-10,Processing,I7 - intel 12th Generation,CPU,Intel,1,14500,18850,Ajay Sharma,4350,23.08,2022,4,0
143508,TR,2022-04-10,Delivered,USB Keyboard,Keyboard,Dell,3,2400,3120,Ajay Sharma,720,23.08,2022,4,1
143509,MH,2022-04-10,Shipped,Wireless Mouse,Mouse,Samsung,1,600,780,Ajay Sharma,180,23.08,2022,4,0
143510,CH,2022-04-11,Order,21 LCD Display,Monitor,Dell,1,10500,13650,Ajay Sharma,3150,23.08,2022,4,0
143511,DH,2022-04-12,Processing,123 TB HDD,HDD,Western Digital,2,13000,16900,Ajay Sharma,3900,23.08,2022,4,0
143512,DD,2022-04-13,Delivered,378 GB SSD,SSD,Samsung,2,9000,11700,Ajay Sharma,2700,23.08,2022,4,1
143513,DL,2022-04-14,Shipped,Intel i3 11th gen.,CPU,Intel,2,17000,22100,Ajay Sharma,5100,23.08,2022,4,0
143514,LD,2022-04-15,Order,4GB Graphic card,Graphic Card,Nvidia,4,50000,65000,Ajay Sharma,15000,23.08,2022,4,0
143515,PY,2022-04-16,Processing,130 GB DDR4 RAM,NIC,Hynix,3,10500,13650,Roshan Kumar,3150,23.08,2022,4,0
143516,AP,2022-04-16,Delivered,BTX motherboard,Printer,Gigabyte,2,9000,11700,Aarvi Gupta,2700,23.08,2022,4,1
143517,AR,2022-04-16,Shipped,125 Fans Cabinet,Cabinet,Asus,1,2100,2730,Vijay Singh,630,23.08,2022,4,0
143518,AS,2022-04-16,Order,Wireless Keyboard,Keyboard,Dell,4,4600,5980,Aadil Khan,1380,23.08,2022,4,0
143519,BR,2022-04-16,Processing,USB Mouse,Mouse,Samsung,3,1050,1365,Advika Joshi,315,23.08,2022,4,0
143520,CG,2022-04-16,Delivered,19 LED Display,Monitor,Dell,1,9500,12350,Ajay Sharma,2850,23.08,2022,4,1
143521,GA,2022-04-16,Shipped,124 TB HDD,HDD,Western Digital,3,30000,39000,Roshan Kumar,9000,23.08,2022,4,0
143522,GJ,2022-04-16,Order,634 GB M.2,SSD,Samsung,2,13000,16900,Aarvi Gupta,3900,23.08,2022,4,0
143523,HR,2022-04-16,Processing,RYZEN 3rd gen. 3622,CPU,Intel,2,17000,22100,Vijay Singh,5100,23.08,2022,4,0
143524,HP,2022-04-16,Delivered,2GB Graphic Card,Graphic Card,Nvidia,3,21000,27300,Aadil Khan,6300,23.08,2022,4,1
143525,JK,2022-04-16,Shipped,138 GB DDR4 RAM,NIC,Hynix,1,6550,8515,Advika Joshi,1965,23.08,2022,4,0
143526,JH,2022-04-16,Order,Standard ATX motherboard,Printer,Gigabyte,1,7650,9945,Ajay Sharma,2295,23.08,2022,4,0
143527,KA,2022-04-16,Processing,Compact with 1 Fan,Cabinet,Asus,2,2300,2990,Roshan Kumar,690,23.08,2022,4,0
143528,KL,2022-04-16,Delivered,USB Backlight Keyboard,Keyboard,Dell,1,850,1105,Aarvi Gupta,255,23.08,2022,4,1
143529,MP,2022-04-16,Shipped,Ergonomic Mouse,Mouse,Samsung,3,1950,2535,Vijay Singh,585,23.08,2022,4,0
143530,MH,2022-04-16,Order,15 LCD Display,Monitor,Dell,4,30000,39000,Aadil Khan,9000,23.08,2022,4,0
143531,MN,2022-04-16,Processing,124 TB HDD,HDD,Seagate,1,10000,13000,Advika Joshi,3000,23.08,2022,4,0
143532,ML,2022-04-16,Delivered,123 TB SSD,SSD,Samsung,4,42000,54600,Ajay Sharma,12600,23.08,2022,4,1
143533,MZ,2022-04-16,Shipped,Intel i5 12th gen.,CPU,Intel,4,34000,44200,Roshan Kumar,10200,23.08,2022,4,0
143534,NL,2022-04-16,Order,2GB Graphic Card,Graphic Card,Nvidia,3,21000,27300,Aarvi Gupta,6300,23.08,2022,4,0
143535,OR,2022-04-16,Processing,126 GB DDR4 Ram,NIC,Hynix,2,3360,4368,Vijay Singh,1008,23.08,2022,4,0
143536,PB,2022-04-16,Delivered,Micro ATX motherboard,Printer,MSI,2,13080,17004,Aadil Khan,3924,23.08,2022,4,1
143537,RJ,2022-04-16,Shipped,Gaming Box Cabinet,Cabinet,Asus,2,5360,6968,Advika Joshi,1608,23.08,2022,4,0
143538,SK,2022-04-16,Order,17 LCD Display,Monitor,Samsung,1,8250,10725,Ajay Sharma,2475,23.08,2022,4,0
143539,TN,2022-04-16,Processing,130 GB DDR4 RAM,RAM,Samsung,2,5300,6890,Roshan Kumar,1590,23.08,2022,4,0
143540,TR,2022-04-16,Delivered,26 LCD Display,Monitor,Acer,4,50200,65260,Aarvi Gupta,15060,23.08,2022,4,1
143541,UK,2022-04-16,Shipped,I7 - intel 12th Generation,CPU,Intel,4,58000,75400,Vijay Singh,17400,23.08,2022,4,0
143542,UP,2022-04-16,Order,USB Keyboard,Keyboard,Dell,1,800,1040,Aadil Khan,240,23.08,2022,4,0
143543,WB,2022-04-16,Processing,Wireless Mouse,Mouse,Samsung,4,2400,3120,Advika Joshi,720,23.08,2022,4,0
143544,TN,2022-04-16,Delivered,21 LCD Display,Monitor,Dell,1,10500,13650,Ajay Sharma,3150,23.08,2022,4,1
143545,TR,2022-04-16,Shipped,124 TB HDD,HDD,Western Digital,2,13000,16900,Roshan Kumar,3900,23.08,2022,4,0
143546,MH,2022-04-16,Order,379 GB SSD,SSD,Samsung,2,9000,11700,Aarvi Gupta,2700,23.08,2022,4,0
143547,CH,2022-04-16,Processing,Intel i3 11th gen.,CPU,Intel,4,34000,44200,Vijay Singh,10200,23.08,2022,4,0
143548,DH,2022-04-16,Delivered,4GB Graphic card,Graphic Card,Nvidia,4,50000,65000,Aadil Khan,15000,23.08,2022,4,1
143549,DD,2022-04-16,Shipped,131 GB DDR4 RAM,RAM,Hynix,1,3500,4550,Advika Joshi,1050,23.08,2022,4,0
